 Produção Ambulatorial do SUS - Ceará - por local de atendimento
Valor aprovado por Procedimento e Ano processamento
Período:2015-2023
"Procedimento";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"Total"
"0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS";-;210,00;-;80,00;1340,00;510,00;-;-;190,00;2330,00
"0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA";34388,64;50639,16;60574,80;41269,80;40892,28;39639,60;37408,80;44324,28;50553,36;399690,72
"0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS)";745858,40;766578,75;703082,10;760160,45;906464,30;1013609,10;1024609,25;1137486,00;1314879,65;8372728,00
"0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE)";16917,60;18216,10;19514,60;21425,25;25599,00;23317,35;29197,70;33872,30;37229,85;225289,75
"0202030652 PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA";-;-;-;15,56;451,24;1439,30;256,74;941,38;918,04;4022,26
"0202030660 PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII";-;-;-;-;-;29,13;19,42;67,97;-;116,52
"0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV)";495210,80;468183,45;523332,60;916852,30;1052781,90;1032050,25;1135751,95;1180792,60;1304621,50;8109577,35
"0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV)";55,65;18,55;519,40;92,75;371,00;204,05;-;1187,20;537,95;2986,55
"0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO";5402,00;240,50;1184,00;1905,50;2654,75;1729,75;166,50;138,75;296,00;13717,75
"0202030709 PESQUISA DE ANTICORPOS CONTRA PARACOCCIDIOIDES BRASILIENSIS";-;-;-;-;4,10;-;-;-;-;4,10
"0202030717 PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO";11482,45;19162,15;14023,80;64980,65;63570,85;4812890,25;38621,10;296262,05;1981214,20;7302207,50
"0202030725 PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA";-;-;85,80;34,32;772,20;823,68;223,08;-;120,12;2059,20
"0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR";350,92;707,50;430,16;1409,34;1734,79;633,92;152,82;251,87;914,09;6585,41
"0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS";282145,00;372257,00;361595,00;430518,00;567915,00;524343,00;518615,00;516056,00;509150,00;4082594,00
"0202030750 PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS";519489,25;646861,75;572306,75;716301,50;642375,50;328717,25;464100,25;377862,50;543881,50;4811896,25
"0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA";1074734,63;1192353,00;1229023,67;1421135,68;1736571,65;1668276,07;1632428,95;1603155,74;1797687,51;13355366,90
"0202030776 PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI";60948,25;48877,00;31006,00;57720,00;73713,25;60300,75;65832,25;49644,75;63566,00;511608,25
"0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL)";256527,95;218148,00;234768,80;223230,70;294036,05;313569,20;350761,95;357198,80;440191,50;2688432,95
"0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS";137790,00;222540,00;128880,00;27480,00;48180,00;40680,00;53250,00;122940,00;68490,00;850230,00
"0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (ANTI-HAV-IGG)";66705,80;58729,30;36506,40;40995,50;5623692,20;38175,90;43536,85;48916,35;51309,30;6008567,60
"0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA";483719,40;406703,60;358241,88;529677,72;795256,48;817758,40;828904,72;765503,16;753502,40;5739267,76
"0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER";686,40;411,84;429,00;1407,12;1063,92;257,40;1304,16;840,84;1698,84;8099,52
"0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR";1063,92;3689,40;1029,60;2453,88;8356,92;19184,88;23474,88;21244,08;22393,80;102891,36
"0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES";8339,76;9352,20;8511,36;7447,44;11274,12;11274,12;10433,28;13401,96;18790,20;98824,44
"0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS";199338,38;224229,93;216958,51;299781,81;535485,58;541270,15;526864,08;499364,83;523343,97;3566637,24
"0202030865 PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS";165730,00;237920,00;72790,00;181370,00;191760,00;95590,00;169150,00;153220,00;176620,00;1444150,00
"0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA";978976,95;964030,90;1088862,25;1217844,60;1847142,50;1909200,65;1883718,55;1815269,40;1995753,20;13700799,00
"0202030881 PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI";2118,25;693,75;1470,75;1859,25;1868,50;1359,75;721,50;6623,00;2978,50;19693,25
"0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM)";237848,10;257251,40;182086,80;175668,50;165707,15;137733,75;133838,25;122003,35;144875,50;1557012,80
"0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS";644640,00;817260,00;538600,00;41380,00;39080,00;37180,00;45960,00;352060,00;203220,00;2719380,00
"0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (ANTI-HAV-IGM)";88984,35;115065,65;88205,25;120612,10;143447,15;111875,05;116123,00;94920,35;93955,75;973188,65
"0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA";657462,64;644798,32;599934,12;765524,76;882164,04;853574,28;827622,60;714194,76;716496,12;6661771,64
"0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER";669,24;429,00;411,84;2350,92;1184,04;806,52;1132,56;669,24;566,28;8219,64
"0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR";600,60;2934,36;669,24;2110,68;8082,36;18223,92;23371,92;21175,44;21741,72;98910,24
"0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES";3586,44;3861,00;2608,32;7378,80;11239,80;9832,68;7842,12;11926,20;17709,12;75984,48
"0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA)";51143,85;47352,45;33531,80;39849,75;47013,60;46275,70;59391,95;83757,90;111499,20;519816,20
"0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG)";1681038,10;1834149,80;1824911,90;2021745,95;2455760,30;2280759,60;2432276,00;2497349,40;2645786,50;19673777,55
"0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG)";24912,65;34781,25;35096,60;44390,15;76741,35;74348,40;98073,85;68801,95;64516,90;521663,10
"0202030997 DETECCAO DE CLAMIDIA E GONOCOCO POR BIOLOGIA MOLECULAR";240,00;120,00;2220,00;-;22260,00;15180,00;1320,00;60,00;50880,00;92280,00
"0202031004 PESQUISA DE CRIOGLOBULINAS";1216,90;3262,99;4046,90;3543,16;2442,29;200,93;133,01;164,14;362,24;15372,56
"0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE)";4665,80;7650,60;6519,00;4321,40;3661,30;4780,60;3796,60;8273,80;8167,20;51836,30
"0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA";6030,00;6850,00;1790,00;28740,00;27060,00;17690,00;20180,00;16370,00;25200,00;149910,00
"0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA";3339,25;3413,25;1822,25;5143,00;10804,00;1951,75;416,25;3302,25;4190,25;34382,25
"0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA)";22370,00;21410,00;27680,00;57660,00;41550,00;22040,00;30550,00;31460,00;35710,00;290430,00
"0202031055 PROVAS DE PRAUSNITZ-KUSTNER (PK)";-;-;-;-;-;1,77;-;-;-;1,77
"0202031063 PROVAS IMUNO-ALERGICAS BACTERIANAS";-;-;-;1,77;-;-;-;-;-;1,77
"0202031071 QUANTIFICACAO DE RNA DO HIV-1";252396,00;298962,00;161838,00;-;161136,00;-;213606,00;97506,00;668034,00;1853478,00
"0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C";12130,56;420526,08;135963,36;152811,36;97886,88;38244,96;21060,00;87946,56;15163,20;981732,96
"0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS";213,20;36,90;1049,60;1353,00;610,90;574,00;143,50;1947,50;17412,70;23341,30
"0202031101 REACAO DE MONTENEGRO ID";418,84;370,73;362,24;416,01;481,10;492,42;466,95;166,97;919,75;4095,01
"0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS PARA POPULACAO GERAL (EXCETO GESTANTE, PARCEIRO OU";389119,34;364702,10;328625,26;361911,72;416810,89;318324,06;360411,82;410986,75;417736,30;3368628,24
"0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS";25170,00;42600,00;34360,00;42030,00;119980,00;82080,00;92970,00;91810,00;109860,00;640860,00
"0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS";7990,00;9140,00;13980,00;22760,00;65130,00;79650,00;127250,00;88940,00;94080,00;508920,00
"0202031144 TESTES ALERGICOS DE CONTATO";415,95;-;14,16;-;-;-;-;-;-;430,11
"0202031152 TESTES CUTANEOS DE LEITURA IMEDIATA";60,18;12,39;-;-;-;-;-;-;-;72,57
"0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES";205313,67;138508,69;138319,08;163392,88;242613,07;166885,10;215439,41;232060,00;250166,34;1752698,24
"0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA";10221,05;13912,50;12929,35;16750,65;13875,40;9441,95;12780,95;14394,80;11037,25;115343,90
"0202031195 DOSAGEM DA FRACAO C1Q DO COMPLEMENTO";102,96;17,16;51,48;-;-;-;240,24;137,28;205,92;755,04
"0202031209 DOSAGEM DE TROPONINA";22536,00;20763,00;126837,00;151731,00;173736,00;225306,00;314145,00;354447,00;345690,00;1735191,00
"0202031217 DOSAGEM DO ANTIGENO CA 125";14110,95;30024,15;33334,95;42733,35;33932,30;33333,00;41636,45;59247,30;71128,80;359481,25
"0202031250 DETECCAO DE DNA PROVIRAL DO HTLV-1 E DO HTLV-2";-;65,00;-;-;-;65,00;-;-;65,00;195,00
"0202031268 TESTE CONFIRMATORIO COM PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2";-;-;255,00;170,00;595,00;510,00;8755,00;18785,00;5525,00;34595,00
"0202031276 DOSAGEM DE ADENOSINA-DESAMINASE (ADA)";-;-;-;-;-;13,06;-;-;-;13,06
"0202031284 ANTIBETA 2 GLICOPROTEINA I -IGG";-;-;-;-;-;-;875,00;250,00;625,00;1750,00
"0202031292 DOSAGEM DE ANTI-BETA-2-GLICOPROTEINA I - IGM";-;-;-;-;-;-;375,00;1250,00;1375,00;3000,00
"0202031306 DIAGNOSTICO E REAVALIACAO DE HEMOGLOBINURIA PAROXISTICA NOTURNA";-;-;-;-;-;-;-;-;47280,00;47280,00
"0202040011 DOSAGEM DE ESTERCOBILINOGENIO FECAL";1,65;1,65;8,25;18,15;66,00;33,00;-;3,30;56,10;188,10
"0202040020 DOSAGEM DE GORDURA FECAL";307,04;659,68;310,08;12,16;9,12;30,40;24,32;69,92;127,68;1550,40
"0202040038 EXAME COPROLOGICO FUNCIONAL";6475,20;8816,00;5630,08;6289,76;6724,48;8405,60;6058,72;6916,00;6529,92;61845,76
"0202040046 IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS";59,40;75,90;-;818,40;112,20;54,45;1,65;155,10;318,45;1595,55
"0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA)";2574,00;1762,20;1087,35;905,85;331,65;341,55;235,95;1968,45;2626,80;11833,80
"0202040062 PESQUISA DE EOSINOFILOS";-;-;-;-;102,30;31,35;-;24,75;26,40;184,80
"0202040070 PESQUISA DE GORDURA FECAL";298,65;184,80;392,70;457,05;425,70;387,75;400,95;356,40;447,15;3351,15
"0202040089 PESQUISA DE LARVAS NAS FEZES";5685,90;6408,60;5959,80;8598,15;9515,55;6591,75;3552,45;5077,05;6570,30;57959,55
"0202040097 PESQUISA DE LEUCOCITOS NAS FEZES";2115,30;2722,50;3832,95;4748,70;5453,25;2643,30;2824,80;2085,60;2387,55;28813,95
"0202040100 PESQUISA DE LEVEDURAS NAS FEZES";910,80;1008,15;1937,10;3153,15;3648,15;2329,80;2390,85;1866,15;1486,65;18730,80
"0202040119 PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA)";640,20;897,60;610,50;443,85;11,55;16,50;-;18,15;132,00;2770,35
"0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS";298001,55;133925,55;116362,95;127937,70;121763,40;75489,15;85041,00;122745,15;127231,50;1208497,95
"0202040135 PESQUISA DE ROTAVIRUS NAS FEZES";625,25;707,25;748,25;994,25;727,75;1076,25;2091,00;1517,00;635,50;9122,50
"0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES";52405,65;17161,65;14746,05;13391,40;13346,85;12127,50;16729,35;34668,15;32307,00;206883,60
"0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES";655,05;471,90;858,00;975,15;1062,60;597,30;597,30;465,30;579,15;6261,75
"0202040160 PESQUISA DE TRIPSINA NAS FEZES";-;323,40;645,15;711,15;480,15;539,55;478,50;430,65;455,40;4063,95
"0202040178 PESQUISA DE TROFOZOITAS NAS FEZES";3694,35;4676,10;4126,65;4108,50;4841,10;3194,40;3831,30;6633,00;4034,25;39139,65
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA";2824731,70;2710316,60;2751597,50;3118374,80;3360724,80;2597133,60;3013135,70;3549617,20;3690898,00;27616529,90
"0202050025 CLEARANCE DE CREATININA";14720,94;14492,79;26170,56;40263,21;25731,81;20508,93;41102,10;16791,84;46142,46;245924,64
"0202050033 CLEARANCE DE FOSFATO";140,40;28,08;66,69;154,44;947,70;403,65;24,57;270,27;407,16;2442,96
"0202050041 CLEARANCE DE UREIA";4152,33;828,36;3573,18;1063,53;926,64;2751,84;1849,77;4201,47;2793,96;22141,08
"0202050050 CONTAGEM DE ADDIS";24,48;24,48;122,40;159,12;126,48;230,52;73,44;24,48;120,36;905,76
"0202050068 DETERMINACAO DE OSMOLALIDADE";-;-;22,20;-;-;-;-;7,40;-;29,60
"0202050076 IDENTIFICACAO DE GLICIDIOS URINARIOS POR CROMATOGRAFIA (CAMADA DELGADA)";606,80;777,00;928,70;1302,40;1065,60;325,60;33,30;25,90;22,20;5087,50
"0202050084 DOSAGEM DE CITRATO";490,44;371,85;339,69;454,26;317,58;379,89;307,53;8,04;76,38;2745,66
"0202050092 DOSAGEM DE MICROALBUMINA NA URINA";109343,92;120582,00;82824,00;89969,60;453542,60;430230,08;511478,80;633879,68;562772,84;2994623,52
